Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Sesi Franca,2,0.00,96.00,39.00,39.00,18.00,32.50,7.00,25.50,19.00,10.50,1.81,96.00,13.00,28.00,46.43,19.50,32.00,60.94,18.00,20.00,90.00,3.50,5.50,0.52,2.00,16.00,0.13,10.50,1.50,115.00
Bauru Basket,2,0.00,93.00,28.50,43.00,21.50,40.00,10.50,29.50,15.00,12.50,1.20,93.00,9.50,23.00,41.30,21.50,41.50,51.81,21.50,28.50,75.44,1.00,2.50,0.20,1.50,23.50,0.06,12.50,4.50,99.00
BRB/Brasília,2,0.00,89.00,34.50,36.00,18.50,39.00,14.00,25.00,16.50,12.00,1.38,89.00,11.50,36.50,31.51,18.00,36.50,49.32,18.50,26.50,69.81,1.00,5.00,0.42,3.00,28.00,0.11,12.00,2.50,89.00
Minas,3,0.00,87.00,35.00,36.67,15.33,38.67,8.33,30.33,19.00,12.00,1.58,87.00,11.67,28.00,41.67,18.33,33.67,54.46,15.33,20.33,75.41,1.67,6.67,0.56,3.00,19.00,0.16,12.00,1.33,105.67
Botafogo,2,0.00,83.50,33.00,36.00,14.50,45.00,14.50,30.50,23.00,10.50,2.19,83.50,11.00,26.00,42.31,18.00,45.00,40.00,14.50,17.00,85.29,3.00,4.50,0.43,3.00,22.00,0.14,10.50,2.00,103.00
Fortaleza B. C. / CFO,2,0.00,82.00,30.00,45.00,7.00,34.50,10.50,24.00,15.50,10.00,1.55,82.00,10.00,29.00,34.48,22.50,35.50,63.38,7.00,11.50,60.87,3.50,6.00,0.60,1.50,19.50,0.08,10.00,2.50,93.00
Corinthians,2,0.00,81.00,25.50,41.00,14.50,38.00,9.50,28.50,14.50,15.50,0.94,81.00,8.50,25.50,33.33,20.50,37.50,54.67,14.50,16.50,87.88,1.50,8.00,0.52,2.50,25.50,0.10,15.50,1.50,92.00
Mogi,2,0.00,79.50,27.00,40.00,12.50,34.50,10.50,24.00,19.50,16.50,1.18,79.50,9.00,23.50,38.30,20.00,37.00,54.05,12.50,18.50,67.57,1.00,8.00,0.48,1.50,16.00,0.09,16.50,3.00,89.00
Pinheiros,2,0.00,76.50,28.50,35.00,13.00,33.00,10.00,23.00,16.00,12.50,1.28,76.50,9.50,27.50,34.55,17.50,34.50,50.72,13.00,17.00,76.47,1.50,7.50,0.60,4.00,21.00,0.19,12.50,3.00,85.00
Flamengo,3,0.00,75.33,24.00,42.00,9.33,39.00,13.00,26.00,19.00,17.00,1.12,75.33,8.00,23.33,34.29,21.00,44.33,47.37,9.33,13.00,71.79,1.00,8.33,0.49,1.67,20.33,0.08,17.00,3.00,84.00
Paulistano,2,0.00,75.00,19.50,35.00,20.50,48.50,14.50,34.00,12.50,14.00,0.89,75.00,6.50,31.50,20.63,17.50,37.50,46.67,20.50,27.50,74.55,2.50,8.50,0.61,0.50,22.50,0.02,14.00,2.00,78.50
Joinville / AABJ,2,0.00,72.50,30.00,29.00,13.50,30.00,10.00,20.00,13.00,13.00,1.00,72.50,10.00,26.50,37.74,14.50,34.00,42.65,13.50,21.00,64.29,1.00,9.00,0.69,1.00,17.50,0.06,13.00,1.50,69.00
R10 Score Vasco da Gama,2,0.00,62.50,18.00,29.00,15.50,39.00,9.50,29.50,15.00,15.00,1.00,62.50,6.00,25.00,24.00,14.50,36.00,40.28,15.50,26.00,59.62,1.50,5.50,0.37,1.00,23.00,0.04,15.00,1.50,57.00
