Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
UNIFACISA,2,0.00,90.00,30.00,42.00,18.00,40.50,11.00,29.50,16.00,13.50,1.19,90.00,10.00,28.50,35.09,21.00,37.00,56.76,18.00,21.50,83.72,1.50,8.00,0.59,3.50,19.00,0.18,13.50,0.50,106.50
Sesi Franca,3,0.00,85.67,33.00,38.67,14.00,34.33,6.67,27.67,21.00,20.33,1.03,85.67,11.00,25.33,43.42,19.33,30.00,64.44,14.00,18.33,76.36,2.00,7.33,0.36,3.67,17.67,0.21,20.33,4.67,102.33
Bauru Basket,1,0.00,82.00,15.00,56.00,11.00,44.00,11.00,33.00,19.00,11.00,1.73,82.00,5.00,23.00,21.74,28.00,46.00,60.87,11.00,16.00,68.75,3.00,7.00,0.64,2.00,16.00,0.13,11.00,1.00,102.00
Botafogo,3,0.00,81.67,27.00,37.33,17.33,38.00,13.00,25.00,15.00,10.33,1.45,81.67,9.00,29.33,30.68,18.67,41.33,45.16,17.33,20.33,85.25,0.33,7.00,0.68,2.00,22.33,0.09,10.33,1.67,87.33
Coop/São José Basketball,2,0.00,81.50,21.00,46.00,14.50,43.00,12.50,30.50,20.00,13.00,1.54,81.50,7.00,23.00,30.43,23.00,46.00,50.00,14.50,20.00,72.50,3.00,11.00,0.85,3.00,17.00,0.18,13.00,5.00,101.00
Flamengo,2,0.00,80.00,28.50,35.00,16.50,39.50,13.00,26.50,17.00,15.50,1.10,80.00,9.50,29.00,32.76,17.50,31.50,55.56,16.50,21.00,78.57,3.50,7.00,0.45,3.50,18.50,0.19,15.50,4.50,93.50
Corinthians,2,0.00,79.50,33.00,32.00,14.50,43.50,11.00,32.50,18.00,10.50,1.71,79.50,11.00,34.50,31.88,16.00,34.00,47.06,14.50,20.00,72.50,1.00,4.00,0.38,1.00,22.00,0.05,10.50,2.00,88.50
União Corinthians,2,0.00,79.00,27.00,40.00,12.00,34.00,9.50,24.50,17.50,11.50,1.52,79.00,9.00,24.50,36.73,20.00,36.50,54.79,12.00,19.50,61.54,1.00,5.50,0.48,3.50,20.50,0.17,11.50,3.00,88.50
Paulistano,2,0.00,78.50,19.50,44.00,15.00,41.00,17.50,23.50,15.00,15.50,0.97,78.50,6.50,25.50,25.49,22.00,43.50,50.57,15.00,21.00,71.43,2.50,6.50,0.42,3.50,19.00,0.18,15.50,3.00,82.50
Pinheiros,2,0.00,74.00,28.50,31.00,14.50,40.50,10.00,30.50,18.50,20.00,0.93,74.00,9.50,25.00,38.00,15.50,31.00,50.00,14.50,19.00,76.32,0.50,4.50,0.23,2.50,18.00,0.14,20.00,5.50,84.50
Mogi,2,0.00,73.00,40.50,21.00,11.50,35.50,7.50,28.00,18.50,13.00,1.42,73.00,13.50,31.00,43.55,10.50,26.50,39.62,11.50,14.50,79.31,0.00,4.50,0.35,2.00,19.00,0.11,13.00,2.00,84.00
São Paulo,3,0.00,72.67,30.00,25.33,17.33,33.33,10.00,23.33,14.33,11.67,1.23,72.67,10.00,27.33,36.59,12.67,29.33,43.18,17.33,21.33,81.25,0.00,5.67,0.49,4.33,20.33,0.21,11.67,2.67,80.67
Cerrado,2,0.00,72.50,28.50,38.00,6.00,39.00,13.00,26.00,16.00,12.50,1.28,72.50,9.50,23.00,41.30,19.00,43.00,44.19,6.00,10.00,60.00,0.00,4.50,0.36,1.00,17.00,0.06,12.50,2.50,79.00
BRB/Brasília,3,0.00,72.00,24.00,35.33,12.67,31.67,9.33,22.33,8.67,14.00,0.62,72.00,8.00,28.67,27.91,17.67,40.00,44.17,12.67,18.67,67.86,0.00,10.33,0.74,1.00,20.00,0.05,14.00,2.67,60.67
Caxias do Sul Basquete,2,0.00,71.50,19.50,40.00,12.00,37.50,13.50,24.00,16.50,13.00,1.27,71.50,6.50,28.00,23.21,20.00,43.00,46.51,12.00,17.50,68.57,3.50,8.00,0.62,1.00,21.00,0.05,13.00,1.50,71.50
R10 Score Vasco da Gama,2,0.00,69.50,24.00,28.00,17.50,33.00,10.50,22.50,19.00,18.50,1.03,69.50,8.00,24.50,32.65,14.00,29.00,48.28,17.50,23.00,76.09,1.50,8.50,0.46,3.50,26.00,0.13,18.50,6.00,78.00
Fortaleza B. C. / CFO,2,0.00,68.00,19.50,40.00,8.50,39.50,8.00,31.50,12.50,17.00,0.74,68.00,6.50,23.50,27.66,20.00,33.50,59.70,8.50,18.50,45.95,2.00,5.50,0.32,1.50,19.50,0.08,17.00,3.00,69.50
Minas,1,0.00,67.00,27.00,32.00,8.00,41.00,10.00,31.00,19.00,10.00,1.90,67.00,9.00,29.00,31.03,16.00,32.00,50.00,8.00,14.00,57.14,2.00,4.00,0.40,3.00,18.00,0.17,10.00,2.00,82.00
