Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Sesi Franca,1,0.00,103.00,33.00,52.00,18.00,35.00,10.00,25.00,25.00,12.00,2.08,103.00,11.00,22.00,50.00,26.00,45.00,57.78,18.00,23.00,78.26,1.00,10.00,0.83,1.00,16.00,0.06,12.00,2.00,127.00
Corinthians,2,0.00,94.50,30.00,50.00,14.50,36.00,6.00,30.00,18.00,17.50,1.03,94.50,10.00,23.00,43.48,25.00,36.00,69.44,14.50,19.00,76.32,9.00,3.50,0.20,1.50,21.50,0.07,17.50,4.50,107.50
Coop/São José Basketball,1,0.00,94.00,33.00,46.00,15.00,28.00,6.00,22.00,29.00,9.00,3.22,94.00,11.00,29.00,37.93,23.00,34.00,67.65,15.00,20.00,75.00,0.00,9.00,1.00,1.00,21.00,0.05,9.00,1.00,118.00
Pinheiros,1,0.00,92.00,30.00,50.00,12.00,42.00,16.00,26.00,22.00,12.00,1.83,92.00,10.00,31.00,32.26,25.00,41.00,60.98,12.00,17.00,70.59,1.00,3.00,0.25,0.00,21.00,0.00,12.00,0.00,105.00
Cerrado,1,0.00,91.00,51.00,18.00,22.00,32.00,7.00,25.00,21.00,14.00,1.50,91.00,17.00,36.00,47.22,9.00,20.00,45.00,22.00,33.00,66.67,2.00,2.00,0.14,0.00,21.00,0.00,14.00,4.00,91.00
Pato Basquete,1,0.00,88.00,30.00,42.00,16.00,39.00,8.00,31.00,14.00,17.00,0.82,88.00,10.00,25.00,40.00,21.00,38.00,55.26,16.00,24.00,66.67,1.00,10.00,0.59,4.00,25.00,0.16,17.00,5.00,98.00
Caxias do Sul Basquete,3,0.00,86.00,32.00,36.00,18.00,38.33,9.00,29.33,18.67,11.00,1.70,86.00,10.67,29.00,36.78,18.00,36.67,49.09,18.00,22.67,79.41,0.33,6.33,0.58,2.67,22.00,0.12,11.00,2.00,99.33
UNIFACISA,2,0.00,83.50,33.00,38.00,12.50,38.50,7.50,31.00,15.00,15.00,1.00,83.50,11.00,28.50,38.60,19.00,34.50,55.07,12.50,16.00,78.13,0.00,4.50,0.30,1.50,20.00,0.08,15.00,3.50,91.50
Bauru Basket,1,0.00,80.00,27.00,38.00,15.00,35.00,9.00,26.00,14.00,12.00,1.17,80.00,9.00,27.00,33.33,19.00,33.00,57.58,15.00,18.00,83.33,0.00,12.00,1.00,1.00,18.00,0.06,12.00,1.00,95.00
São Paulo,1,0.00,79.00,21.00,44.00,14.00,28.00,8.00,20.00,12.00,12.00,1.00,79.00,7.00,29.00,24.14,22.00,35.00,62.86,14.00,21.00,66.67,1.00,10.00,0.83,4.00,17.00,0.24,12.00,1.00,79.00
Paulistano,3,0.00,78.33,29.00,39.33,10.00,36.33,9.00,27.33,18.33,11.33,1.62,78.33,9.67,24.00,40.28,19.67,40.33,48.76,10.00,16.00,62.50,2.33,7.33,0.65,0.67,21.67,0.03,11.33,2.33,88.67
Fortaleza B. C. / CFO,1,0.00,78.00,30.00,28.00,20.00,42.00,10.00,32.00,13.00,15.00,0.87,78.00,10.00,24.00,41.67,14.00,33.00,42.42,20.00,26.00,76.92,1.00,3.00,0.20,0.00,22.00,0.00,15.00,5.00,82.00
Rio Claro,1,0.00,77.00,12.00,48.00,17.00,28.00,12.00,16.00,16.00,11.00,1.45,77.00,4.00,24.00,16.67,24.00,51.00,47.06,17.00,22.00,77.27,0.00,11.00,1.00,0.00,23.00,0.00,11.00,1.00,69.00
Minas,1,0.00,63.00,12.00,32.00,19.00,39.00,8.00,31.00,13.00,12.00,1.08,63.00,4.00,25.00,16.00,16.00,34.00,47.06,19.00,23.00,82.61,2.00,6.00,0.50,1.00,14.00,0.07,12.00,2.00,67.00
